,instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,Casual,Registered,All,seasons,day,weather,month,year
711,712,2012-12-12,4,1,12,0,3,Working Day,2,12.2,14.9,53.8,16.3,310,5009,5319,Winter,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",December,2012
712,713,2012-12-13,4,1,12,0,4,Working Day,1,12.1,14.7,48.6,17.4,425,5107,5532,Winter,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",December,2012
713,714,2012-12-14,4,1,12,0,5,Working Day,1,11.5,14.7,64.3,13.1,429,5182,5611,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",December,2012
714,715,2012-12-15,4,1,12,0,6,Not Working Day,1,13.3,16.9,65.0,10.6,767,4280,5047,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",December,2012
715,716,2012-12-16,4,1,12,0,0,Not Working Day,2,14.9,18.5,83.9,10.1,538,3248,3786,Winter,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",December,2012
716,717,2012-12-17,4,1,12,0,1,Working Day,2,16.1,20.1,90.7,9.8,212,4373,4585,Winter,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",December,2012
717,718,2012-12-18,4,1,12,0,2,Working Day,1,16.8,20.5,66.6,22.1,433,5124,5557,Winter,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",December,2012
718,719,2012-12-19,4,1,12,0,3,Working Day,1,13.6,17.1,62.5,18.4,333,4934,5267,Winter,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",December,2012
719,720,2012-12-20,4,1,12,0,4,Working Day,2,13.5,16.8,66.8,13.2,314,3814,4128,Winter,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",December,2012
720,721,2012-12-21,1,1,12,0,5,Working Day,2,13.4,15.1,55.7,37.4,221,3402,3623,Springer,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",December,2012
721,722,2012-12-22,1,1,12,0,6,Not Working Day,1,10.9,11.8,44.1,40.7,205,1544,1749,Springer,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",December,2012
722,723,2012-12-23,1,1,12,0,0,Not Working Day,1,10.1,13.0,51.5,13.3,408,1379,1787,Springer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",December,2012
723,724,2012-12-24,1,1,12,0,1,Working Day,2,9.5,12.9,79.1,7.7,174,746,920,Springer,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",December,2012
724,725,2012-12-25,1,1,12,1,2,Not Working Day,2,11.9,14.7,73.5,16.9,440,573,1013,Springer,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",December,2012
725,726,2012-12-26,1,1,12,0,3,Working Day,3,10.0,11.0,82.3,31.7,9,432,441,Springer,Wednesday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",December,2012
726,727,2012-12-27,1,1,12,0,4,Working Day,2,10.4,11.3,65.3,35.0,247,1867,2114,Springer,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",December,2012
727,728,2012-12-28,1,1,12,0,5,Working Day,2,10.4,12.8,59.0,15.5,644,2451,3095,Springer,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",December,2012
728,729,2012-12-29,1,1,12,0,6,Not Working Day,2,10.4,12.1,75.3,12.4,159,1182,1341,Springer,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",December,2012
729,730,2012-12-30,1,1,12,0,0,Not Working Day,1,10.5,11.6,48.3,35.1,364,1432,1796,Springer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",December,2012
730,731,2012-12-31,1,1,12,0,1,Working Day,2,8.8,11.2,57.8,15.5,439,2290,2729,Springer,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",December,2012
